Employee_ID,Department,Job_Level,Location,Gender,Education_Level,Performance_Rating,Monthly_Salary,Hire_Date,Exit_Date,Attrition_Status,Attrition_Type,Tenure_Years,Date_Error_Flag,Tenure_Flag
249,Customer Support,Senior,Johannesburg,Male,Master,3,5635,12/6/2015,,0,Active,6.58630137,OK,OK
250,Marketing,Junior,Lagos,Female,Diploma,4,5633,12/11/2015,,0,Active,1.128767123,OK,OK
251,Engineering,Mid,Lagos,Male,Bachelor,2,5629,12/18/2015,,0,Active,10.72054795,OK,OK
252,Engineering,Junior,Accra,Male,Diploma,4,5623,12/18/2015,,0,Active,7.846575342,OK,OK
253,Marketing,Junior,Lagos,Female,Bachelor,2,5622,12/19/2015,,0,Active,1.616438356,OK,OK
254,Engineering,Junior,Accra,Male,Diploma,3,5621,12/20/2015,,0,Active,6.328767123,OK,OK
255,Sales,Manager,Accra,Female,Bachelor,3,5619,12/23/2015,,0,Active,3.273972603,OK,OK
256,Operations,Senior,Accra,Female,Bachelor,4,5618,12/23/2015,,0,Active,5.780821918,OK,OK
257,Customer Support,Manager,Nairobi,Male,Bachelor,3,5616,12/27/2015,10/18/2022,1,Voluntary,3.18630137,OK,OK
258,Finance,Mid,Accra,Female,Master,4,5614,12/29/2015,,0,Active,4.761643836,OK,OK
259,Operations,Junior,Lagos,Male,Master,4,5607,1/9/2016,3/9/2023,1,Voluntary,8.180821918,OK,OK
260,Sales,Mid,Johannesburg,Female,Bachelor,2,5603,1/14/2016,9/26/2022,1,Voluntary,5.249315068,OK,OK
261,Finance,Mid,Accra,Male,Diploma,3,5594,1/17/2016,,0,Active,8.419178082,OK,OK
262,Customer Support,Senior,Lagos,Female,Master,2,5590,1/21/2016,,0,Active,2.298630137,OK,OK
263,Sales,Junior,Lagos,Female,Diploma,3,5590,1/24/2016,,0,Active,1.838356164,OK,OK
264,Operations,Mid,Accra,Male,PhD,4,5585,1/25/2016,,0,Active,4.906849315,OK,OK
265,Marketing,Junior,Nairobi,Male,Master,4,5582,1/26/2016,,0,Active,10.20821918,OK,OK
266,HR,Junior,Accra,Female,Bachelor,3,5581,1/26/2016,5/5/2021,1,Voluntary,5.747945205,OK,Missing Tenure
267,Finance,Senior,Lagos,Female,PhD,3,5576,1/27/2016,,1,Voluntary,,Date Error,OK
268,Finance,Mid,Lagos,Male,Diploma,3,5575,1/29/2016,,0,Active,4.920547945,OK,OK
269,Engineering,Mid,Lagos,Female,Bachelor,2,5574,1/31/2016,,0,Active,5.063013699,OK,OK
270,Engineering,Mid,Nairobi,Male,Bachelor,4,5568,2/3/2016,,0,Active,4.778082192,OK,OK
271,HR,Mid,Accra,Male,Bachelor,3,5566,2/4/2016,5/24/2022,1,Voluntary,1.57260274,OK,OK
272,Marketing,Senior,Accra,Male,PhD,4,5564,2/7/2016,9/13/2022,1,Voluntary,1.923287671,OK,Missing Tenure
273,Marketing,Manager,Nairobi,Male,Diploma,3,5561,2/7/2016,,1,Involuntary,,Date Error,OK
274,Customer Support,Manager,Lagos,Female,Bachelor,3,5554,2/7/2016,,0,Active,8.915068493,OK,OK
275,Operations,Senior,Nairobi,Male,Bachelor,3,5554,2/9/2016,,0,Active,3.668493151,OK,OK
276,Operations,Junior,Nairobi,Female,Master,1,5552,2/10/2016,,0,Active,5.221917808,OK,OK
277,HR,Senior,Nairobi,Male,Bachelor,3,5549,2/14/2016,,0,Active,7.435616438,OK,OK
278,Finance,Mid,Lagos,Male,Bachelor,4,5543,2/14/2016,5/21/2022,1,Voluntary,4.515068493,OK,OK
279,Finance,Junior,Accra,Male,Master,4,5541,2/15/2016,12/10/2017,1,Involuntary,2.77260274,OK,OK
280,HR,Senior,Nairobi,Male,Bachelor,3,5531,2/18/2016,,0,Active,3.706849315,OK,OK
281,Marketing,Junior,Lagos,Male,Master,3,5520,2/29/2016,,0,Active,2.865753425,OK,OK
282,Engineering,Manager,Accra,Male,Bachelor,1,5520,3/2/2016,,0,Active,5.490410959,OK,Missing Tenure
283,Engineering,Mid,Johannesburg,Female,Master,4,5517,3/2/2016,,1,Voluntary,,Date Error,OK
284,Sales,Mid,Johannesburg,Male,Master,1,5506,3/3/2016,,0,Active,10.71780822,OK,OK
285,Operations,Mid,Lagos,Male,Bachelor,5,5504,3/4/2016,,0,Active,1.093150685,OK,OK
286,Sales,Manager,Accra,Male,Bachelor,3,5499,3/4/2016,,0,Active,9.205479452,OK,OK
287,Operations,Mid,Lagos,Female,Master,3,5497,3/5/2016,,0,Active,1.876712329,OK,OK
288,Operations,Mid,Nairobi,Female,Bachelor,5,5492,3/7/2016,7/6/2018,1,Involuntary,1.273972603,OK,OK
289,Engineering,Junior,Johannesburg,Male,PhD,1,5489,3/8/2016,,0,Active,4.673972603,OK,OK
290,Operations,Mid,Accra,Male,Bachelor,3,5488,3/9/2016,,0,Active,1.312328767,OK,OK
291,Sales,Junior,Accra,Male,Diploma,3,5482,3/11/2016,,0,Active,7.652054795,OK,OK
292,Sales,Senior,Johannesburg,Female,Bachelor,3,5479,3/14/2016,,0,Active,10.58630137,OK,OK
293,Marketing,Mid,Lagos,Male,PhD,3,5461,3/15/2016,,0,Active,2.55890411,OK,OK
294,Engineering,Senior,Lagos,Male,Bachelor,4,5460,3/16/2016,,0,Active,1.780821918,OK,OK
295,Sales,Junior,Johannesburg,Male,Master,4,5458,3/16/2016,,0,Active,8.556164384,OK,Missing Tenure
296,Operations,Junior,Accra,Male,Master,1,5455,3/17/2016,,1,Involuntary,,Date Error,OK
297,HR,Senior,Lagos,Male,Bachelor,5,5453,3/22/2016,,0,Active,6.569863014,OK,OK
298,Sales,Junior,Accra,Female,Diploma,2,5449,3/28/2016,,0,Active,8.290410959,OK,OK
299,Finance,Junior,Lagos,Male,Master,3,5439,3/30/2016,,0,Active,4.728767123,OK,OK
300,Sales,Junior,Nairobi,Female,Bachelor,3,5436,4/1/2016,,0,Active,7.383561644,OK,OK
301,Sales,Manager,Lagos,Male,Master,1,5433,4/3/2016,,0,Active,7.21369863,OK,Missing Tenure
302,Operations,Senior,Johannesburg,Male,Bachelor,2,5406,4/7/2016,,1,Voluntary,,Date Error,OK
303,Operations,Junior,Lagos,Female,Bachelor,5,5398,4/9/2016,,0,Active,1.167123288,OK,OK
304,Finance,Junior,Accra,Male,Master,3,5398,4/11/2016,,0,Active,4.342465753,OK,OK
305,Finance,Junior,Accra,Female,Bachelor,2,5392,4/11/2016,,0,Active,3.320547945,OK,OK
306,Customer Support,Senior,Lagos,Female,Bachelor,2,5391,4/13/2016,,0,Active,1.739726027,OK,OK
307,Operations,Senior,Lagos,Male,Bachelor,4,5386,4/13/2016,,0,Active,4.265753425,OK,OK
308,Engineering,Junior,Accra,Female,Bachelor,4,5381,4/14/2016,,0,Active,7.443835616,OK,OK
309,HR,Junior,Lagos,Male,Bachelor,3,5378,4/15/2016,,0,Active,3.44109589,OK,OK
310,Engineering,Junior,Lagos,Female,Master,1,5373,4/15/2016,,0,Active,8.931506849,OK,OK
311,Engineering,Senior,Nairobi,Male,Bachelor,3,5373,4/19/2016,,0,Active,8.964383562,OK,OK
312,Sales,Senior,Nairobi,Female,Bachelor,2,5355,4/22/2016,,0,Active,9.38630137,OK,OK
313,Sales,Junior,Nairobi,Male,Master,2,5343,4/23/2016,,0,Active,1.619178082,OK,OK
314,Customer Support,Junior,Accra,Male,Bachelor,3,5339,4/25/2016,,0,Active,6.767123288,OK,OK
315,Marketing,Junior,Accra,Female,Bachelor,3,5330,4/26/2016,,0,Active,3.101369863,OK,OK
316,Finance,Manager,Nairobi,Female,PhD,3,5329,4/29/2016,1/18/2022,1,Voluntary,8.010958904,OK,OK
317,Engineering,Junior,Lagos,Female,Master,3,5327,4/30/2016,,0,Active,8.290410959,OK,OK
318,Sales,Senior,Accra,Female,Bachelor,5,5324,4/30/2016,,0,Active,8.082191781,OK,OK
319,Sales,Mid,Nairobi,Female,Master,5,5322,4/30/2016,,0,Active,7.326027397,OK,Missing Tenure
320,Engineering,Mid,Nairobi,Male,Diploma,3,5309,5/5/2016,,1,Voluntary,,Date Error,Missing Tenure
321,Operations,Junior,Lagos,Male,Bachelor,3,5302,5/8/2016,,1,Voluntary,,Date Error,OK
322,Finance,Junior,Accra,Male,Bachelor,3,5298,5/13/2016,,0,Active,4.994520548,OK,OK
323,Finance,Mid,Nairobi,Male,Bachelor,3,5297,5/13/2016,,0,Active,4.42739726,OK,Missing Tenure
324,Engineering,Senior,Lagos,Male,Bachelor,4,5295,5/13/2016,,1,Voluntary,,Date Error,OK
325,Customer Support,Mid,Nairobi,Female,Diploma,3,5290,5/16/2016,,0,Active,9.084931507,OK,OK
326,HR,Mid,Nairobi,Male,Bachelor,4,5283,5/22/2016,,0,Active,9.331506849,OK,OK
327,Operations,Junior,Nairobi,Female,PhD,5,5279,5/25/2016,10/22/2019,1,Voluntary,5.523287671,OK,OK
328,Finance,Manager,Lagos,Male,Bachelor,3,5277,5/29/2016,,0,Active,6.906849315,OK,OK
329,Engineering,Senior,Accra,Male,Bachelor,3,5274,6/4/2016,,0,Active,9.926027397,OK,Missing Tenure
330,Engineering,Junior,Nairobi,Male,Diploma,2,5270,6/5/2016,,1,Voluntary,,Date Error,OK
331,Engineering,Manager,Lagos,Female,Diploma,3,5264,6/8/2016,,0,Active,3.739726027,OK,OK
332,HR,Mid,Nairobi,Female,Master,3,5260,6/8/2016,,0,Active,1.991780822,OK,OK
333,Sales,Mid,Accra,Female,Bachelor,3,5253,6/14/2016,,0,Active,5.501369863,OK,OK
334,Sales,Senior,Accra,Male,Bachelor,4,5248,6/14/2016,,0,Active,8.679452055,OK,OK
335,Sales,Senior,Johannesburg,Female,Bachelor,2,5248,6/16/2016,,0,Active,5.561643836,OK,OK
336,Sales,Mid,Nairobi,Male,Master,3,5243,6/17/2016,,0,Active,9.8,OK,OK
337,Marketing,Junior,Johannesburg,Male,Diploma,3,5241,6/20/2016,,0,Active,6.438356164,OK,OK
338,Finance,Junior,Nairobi,Male,Bachelor,4,5230,6/27/2016,3/25/2021,1,Voluntary,4.843835616,OK,OK
339,Operations,Manager,Lagos,Male,Bachelor,3,5216,7/1/2016,,0,Active,9.183561644,OK,OK
340,Sales,Junior,Nairobi,Male,Bachelor,4,5216,7/1/2016,3/26/2022,1,Involuntary,5.356164384,OK,OK
341,Operations,Mid,Johannesburg,Female,Bachelor,3,5214,7/3/2016,12/22/2024,1,Involuntary,3.197260274,OK,OK
342,Operations,Mid,Lagos,Female,Master,3,5213,7/4/2016,,0,Active,4.098630137,OK,OK
343,Sales,Mid,Lagos,Male,Master,2,5210,7/5/2016,,0,Active,9.290410959,OK,Missing Tenure
344,Engineering,Mid,Accra,Male,Master,3,5202,7/5/2016,,1,Voluntary,,Date Error,OK
345,Engineering,Manager,Lagos,Male,Bachelor,4,5201,7/8/2016,,0,Active,7.095890411,OK,OK
346,Finance,Junior,Nairobi,Male,Diploma,3,5200,7/11/2016,,0,Active,1.189041096,OK,OK
347,Finance,Junior,Accra,Female,Bachelor,4,5197,7/14/2016,,0,Active,4.024657534,OK,OK
348,Sales,Junior,Accra,Male,PhD,3,5189,7/14/2016,11/18/2016,1,Involuntary,1.931506849,OK,OK
349,Engineering,Manager,Accra,Female,Bachelor,2,5178,7/20/2016,,0,Active,7.547945205,OK,OK
350,Finance,Mid,Accra,Male,Master,1,5177,7/21/2016,,0,Active,8.221917808,OK,OK
351,Operations,Junior,Accra,Female,Diploma,3,5170,7/21/2016,,0,Active,9.449315068,OK,OK
352,Marketing,Senior,Lagos,Male,Bachelor,4,5168,7/25/2016,2/12/2023,1,Voluntary,1.608219178,OK,OK
353,Finance,Senior,Johannesburg,Female,Diploma,4,5163,7/27/2016,,0,Active,1.671232877,OK,OK
354,Sales,Senior,Lagos,Male,Bachelor,3,5160,7/29/2016,,0,Active,5.328767123,OK,OK
355,Sales,Manager,Accra,Female,PhD,3,5157,7/30/2016,,0,Active,1.473972603,OK,OK
356,Finance,Junior,Accra,Male,PhD,3,5156,7/31/2016,,0,Active,2.383561644,OK,OK
357,Sales,Senior,Nairobi,Male,Bachelor,3,5155,8/2/2016,,0,Active,5.660273973,OK,OK
358,Operations,Mid,Lagos,Female,Bachelor,3,5155,8/3/2016,,0,Active,4.805479452,OK,OK
359,Customer Support,Senior,Nairobi,Female,PhD,2,5153,8/5/2016,,0,Active,7.306849315,OK,Missing Tenure
360,Operations,Senior,Nairobi,Female,Master,2,5151,8/5/2016,,1,Involuntary,,Date Error,OK
361,Engineering,Senior,Nairobi,Female,Diploma,2,5147,8/6/2016,,0,Active,3.279452055,OK,OK
362,Finance,Mid,Accra,Female,Bachelor,2,5142,8/13/2016,,0,Active,2.531506849,OK,OK
363,Engineering,Junior,Nairobi,Male,Bachelor,1,5137,8/16/2016,5/25/2022,1,Voluntary,6.567123288,OK,OK
364,Operations,Mid,Accra,Male,Bachelor,3,5133,8/20/2016,,0,Active,9.043835616,OK,OK
365,Customer Support,Manager,Johannesburg,Male,Bachelor,3,5131,8/24/2016,,0,Active,4.550684932,OK,Missing Tenure
366,Engineering,Manager,Lagos,Female,Bachelor,5,5128,8/31/2016,,1,Voluntary,,Date Error,OK
367,Customer Support,Junior,Accra,Male,Bachelor,2,5128,9/1/2016,,0,Active,10.27945205,OK,OK
368,Marketing,Junior,Accra,Male,Diploma,3,5127,9/1/2016,,0,Active,7.068493151,OK,OK
369,Sales,Junior,Accra,Female,Bachelor,3,5121,9/8/2016,,0,Active,3.630136986,OK,OK
370,Sales,Senior,Nairobi,Female,Master,1,5117,9/11/2016,,0,Active,1.863013699,OK,OK
371,Sales,Senior,Accra,Male,Master,4,5116,9/12/2016,,0,Active,7.293150685,OK,OK
372,Sales,Junior,Lagos,Male,Bachelor,1,5115,9/19/2016,,0,Active,8.208219178,OK,OK
373,Sales,Mid,Accra,Male,PhD,5,5113,9/19/2016,,0,Active,5.42739726,OK,OK
374,Finance,Senior,Nairobi,Male,PhD,4,5110,9/20/2016,,0,Active,4.167123288,OK,OK
375,Sales,Senior,Nairobi,Male,Bachelor,3,5110,9/25/2016,,0,Active,9.463013699,OK,OK
376,Engineering,Mid,Nairobi,Female,Diploma,3,5109,9/26/2016,10/3/2020,1,Voluntary,3.279452055,OK,OK
377,Marketing,Mid,Nairobi,Female,Master,4,5107,9/27/2016,9/12/2017,1,Voluntary,0.797260274,OK,OK
378,Sales,Mid,Accra,Female,Master,3,5103,9/30/2016,,0,Active,7.106849315,OK,OK
379,Marketing,Junior,Accra,Male,PhD,3,5092,10/2/2016,10/19/2019,1,Involuntary,5.726027397,OK,OK
380,Engineering,Mid,Nairobi,Female,Master,1,5091,10/8/2016,10/15/2020,1,Voluntary,6.191780822,OK,OK
381,Sales,Senior,Lagos,Male,Bachelor,2,5079,10/9/2016,,0,Active,9.898630137,OK,OK
382,Finance,Senior,Lagos,Male,Bachelor,3,5077,10/13/2016,,0,Active,6.523287671,OK,OK
383,Finance,Mid,Accra,Female,Diploma,3,5076,10/14/2016,,0,Active,6.082191781,OK,Missing Tenure
384,Marketing,Senior,Accra,Male,Bachelor,4,5073,10/15/2016,,1,Voluntary,,Date Error,OK
385,HR,Junior,Accra,Male,Bachelor,2,5069,10/19/2016,6/27/2024,1,Voluntary,5.673972603,OK,OK
386,HR,Mid,Johannesburg,Female,Bachelor,4,5062,10/19/2016,,0,Active,6.421917808,OK,OK
387,Engineering,Junior,Accra,Male,Bachelor,3,5061,10/28/2016,,0,Active,8.84109589,OK,OK
388,Sales,Junior,Lagos,Female,Master,3,5058,11/7/2016,,0,Active,1.194520548,OK,OK
389,HR,Senior,Accra,Male,Bachelor,3,5045,11/10/2016,10/4/2022,1,Voluntary,6.126027397,OK,OK
390,HR,Manager,Nairobi,Female,Bachelor,3,5039,11/12/2016,11/16/2019,1,Voluntary,2.290410959,OK,OK
391,Customer Support,Junior,Accra,Male,Diploma,2,5037,11/12/2016,,0,Active,1.350684932,OK,OK
392,Engineering,Mid,Johannesburg,Male,Bachelor,3,5033,11/13/2016,,0,Active,8.726027397,OK,OK
393,Engineering,Senior,Johannesburg,Female,Master,4,5031,11/16/2016,,0,Active,10.14246575,OK,OK
394,HR,Junior,Accra,Male,Master,3,5030,11/17/2016,,0,Active,7.391780822,OK,OK
395,Engineering,Mid,Johannesburg,Male,PhD,3,5030,11/17/2016,,0,Active,4.473972603,OK,OK
396,Customer Support,Senior,Johannesburg,Male,Bachelor,4,5029,11/25/2016,,0,Active,7.364383562,OK,Missing Tenure
397,Marketing,Mid,Nairobi,Male,Bachelor,4,5027,11/25/2016,,1,Involuntary,,Date Error,OK
398,Engineering,Junior,Nairobi,Male,Bachelor,3,5024,11/25/2016,,0,Active,10.04931507,OK,OK
399,HR,Junior,Accra,Male,Bachelor,3,5022,11/27/2016,11/20/2019,1,Voluntary,4.490410959,OK,OK
400,HR,Senior,Lagos,Female,Master,4,5021,12/2/2016,,0,Active,3.961643836,OK,OK
401,Sales,Mid,Accra,Male,Master,3,5020,12/2/2016,,0,Active,9.663013699,OK,OK
402,Marketing,Junior,Accra,Male,Master,3,5020,12/3/2016,12/10/2022,1,Voluntary,3.654794521,OK,OK
403,Operations,Senior,Johannesburg,Male,Bachelor,3,5011,12/4/2016,,0,Active,6.578082192,OK,OK
404,Marketing,Junior,Accra,Male,Master,4,5007,12/4/2016,,0,Active,5.375342466,OK,OK
405,Engineering,Senior,Nairobi,Female,Diploma,1,5003,12/6/2016,,0,Active,6.843835616,OK,OK
406,Marketing,Junior,Nairobi,Male,Master,5,4998,12/7/2016,,0,Active,6.671232877,OK,OK
407,Engineering,Manager,Johannesburg,Female,Bachelor,2,4996,12/9/2016,,0,Active,3.863013699,OK,Missing Tenure
408,Sales,Mid,Johannesburg,Male,Bachelor,4,4994,12/11/2016,,1,Involuntary,,Date Error,OK
409,Marketing,Junior,Accra,Female,Bachelor,3,4990,12/18/2016,5/22/2023,1,Involuntary,5.076712329,OK,OK
410,Sales,Junior,Accra,Female,PhD,3,4977,12/18/2016,10/29/2024,1,Voluntary,3.054794521,OK,OK
411,Engineering,Junior,Lagos,Female,Diploma,4,4971,12/18/2016,,0,Active,6.183561644,OK,OK
412,Customer Support,Senior,Accra,Female,Bachelor,3,4970,12/19/2016,,0,Active,5.553424658,OK,OK
413,Customer Support,Manager,Accra,Male,Master,3,4964,12/28/2016,4/3/2023,1,Voluntary,0.547945205,OK,OK
414,Operations,Mid,Lagos,Male,Bachelor,1,4957,12/30/2016,,0,Active,7.534246575,OK,OK
415,Finance,Mid,Nairobi,Male,Bachelor,1,4953,1/1/2017,,0,Active,1.895890411,OK,OK
416,Engineering,Senior,Lagos,Female,Bachelor,3,4952,1/5/2017,,0,Active,5.309589041,OK,OK
417,Engineering,Manager,Accra,Male,Bachelor,4,4950,1/9/2017,8/10/2018,1,Involuntary,1.742465753,OK,OK
418,Engineering,Mid,Nairobi,Male,PhD,2,4950,1/9/2017,,0,Active,3.084931507,OK,OK
419,Finance,Mid,Accra,Female,Master,2,4944,1/11/2017,,0,Active,3.849315068,OK,OK
420,HR,Mid,Accra,Male,Bachelor,3,4942,1/12/2017,,0,Active,10.87671233,OK,OK
421,HR,Senior,Nairobi,Female,PhD,3,4941,1/23/2017,6/24/2016,1,Involuntary,1.216438356,Date Error,OK
422,HR,Junior,Lagos,Female,Bachelor,4,4935,1/25/2017,,0,Active,3.783561644,OK,OK
423,Sales,Mid,Nairobi,Female,Diploma,2,4930,1/27/2017,,0,Active,10.09041096,OK,OK
424,Operations,Junior,Accra,Female,Bachelor,2,4929,1/28/2017,,0,Active,7.224657534,OK,OK
425,Sales,Senior,Nairobi,Male,Bachelor,5,4919,1/30/2017,,0,Active,7.871232877,OK,Missing Tenure
426,Operations,Junior,Lagos,Male,Diploma,3,4915,2/1/2017,,1,Voluntary,,Date Error,OK
427,Engineering,Mid,Lagos,Male,PhD,4,4914,2/1/2017,1/28/2021,1,Voluntary,6.098630137,OK,OK
428,Marketing,Mid,Lagos,Male,Master,4,4912,2/2/2017,,0,Active,4.452054795,OK,OK
429,Engineering,Mid,Johannesburg,Female,Bachelor,4,4908,2/3/2017,,0,Active,10.48219178,OK,OK
430,Sales,Junior,Lagos,Female,Bachelor,2,4904,2/3/2017,,0,Active,7.065753425,OK,OK
431,Sales,Mid,Lagos,Male,Master,4,4903,2/8/2017,,0,Active,7.17260274,OK,OK
432,HR,Mid,Johannesburg,Male,PhD,4,4900,2/12/2017,,0,Active,1.326027397,OK,OK
433,Finance,Mid,Nairobi,Female,Master,3,4894,2/14/2017,3/19/2019,1,Voluntary,3.145205479,OK,OK
434,Sales,Mid,Lagos,Male,Bachelor,3,4894,2/17/2017,1/30/2021,1,Voluntary,2.471232877,OK,OK
435,Sales,Senior,Nairobi,Male,Master,3,4894,2/17/2017,,0,Active,2.194520548,OK,OK
436,Finance,Senior,Lagos,Male,Bachelor,2,4876,2/19/2017,,0,Active,4.090410959,OK,OK
437,Sales,Junior,Accra,Female,Bachelor,3,4873,2/26/2017,,0,Active,8.742465753,OK,OK
438,Marketing,Senior,Lagos,Female,Diploma,3,4870,2/28/2017,,0,Active,8.57260274,OK,OK
439,Finance,Mid,Johannesburg,Female,Diploma,3,4853,3/3/2017,,0,Active,9.221917808,OK,OK
440,Sales,Junior,Johannesburg,Female,Bachelor,3,4853,3/5/2017,,0,Active,4.282191781,OK,OK
441,Sales,Junior,Accra,Male,Bachelor,3,4852,3/11/2017,,0,Active,4.616438356,OK,OK
442,Customer Support,Junior,Lagos,Male,Diploma,3,4849,3/11/2017,,0,Active,5.745205479,OK,OK
443,Engineering,Senior,Accra,Female,Master,5,4825,3/13/2017,,0,Active,8.679452055,OK,OK
444,Engineering,Senior,Johannesburg,Male,Diploma,2,4814,3/15/2017,,0,Active,10.70684932,OK,OK
445,Marketing,Senior,Johannesburg,Female,Bachelor,3,4813,3/15/2017,,0,Active,9.312328767,OK,OK
446,Customer Support,Mid,Lagos,Female,Bachelor,2,4809,3/17/2017,8/30/2024,1,Voluntary,8.498630137,OK,OK
447,Customer Support,Mid,Nairobi,Female,PhD,3,4809,3/17/2017,,0,Active,5.263013699,OK,OK
448,HR,Junior,Nairobi,Female,Bachelor,4,4809,3/18/2017,3/3/2023,1,Voluntary,0.720547945,OK,OK
449,Engineering,Junior,Lagos,Female,Diploma,5,4808,3/22/2017,,0,Active,7.838356164,OK,OK
450,Sales,Mid,Accra,Female,Bachelor,3,4805,3/26/2017,,0,Active,9.4,OK,OK
451,HR,Junior,Lagos,Male,Master,5,4797,3/26/2017,,0,Active,3.767123288,OK,OK
452,Operations,Junior,Nairobi,Male,PhD,2,4781,3/28/2017,,0,Active,1.654794521,OK,OK
453,Engineering,Mid,Nairobi,Male,Bachelor,3,4781,3/31/2017,,0,Active,3.564383562,OK,OK
454,Marketing,Senior,Lagos,Female,Bachelor,2,4779,3/31/2017,,0,Active,7.421917808,OK,OK
455,Sales,Manager,Johannesburg,Male,PhD,4,4775,4/2/2017,,0,Active,5.646575342,OK,OK
456,Operations,Manager,Accra,Female,Bachelor,3,4764,4/4/2017,,0,Active,4.539726027,OK,OK
457,Sales,Mid,Lagos,Male,Bachelor,4,4745,4/5/2017,,0,Active,3.739726027,OK,OK
458,Operations,Mid,Nairobi,Female,Bachelor,4,4742,4/10/2017,2/12/2020,1,Voluntary,5.306849315,OK,OK
459,Sales,Mid,Nairobi,Male,Diploma,2,4741,4/12/2017,,0,Active,6.545205479,OK,OK
460,Sales,Senior,Lagos,Female,Bachelor,1,4735,4/20/2017,,0,Active,9.452054795,OK,OK
461,Sales,Junior,Accra,Female,Bachelor,4,4728,4/21/2017,,0,Active,7.756164384,OK,OK
462,Finance,Mid,Accra,Male,Master,3,4723,4/22/2017,7/18/2024,1,Involuntary,8.273972603,OK,OK
463,HR,Senior,Lagos,Male,PhD,2,4717,4/26/2017,,0,Active,1.232876712,OK,OK
464,Operations,Mid,Lagos,Female,Bachelor,3,4715,4/27/2017,,0,Active,9.339726027,OK,OK
465,Customer Support,Mid,Accra,Male,Master,3,4714,4/28/2017,,0,Active,10.96712329,OK,Missing Tenure
466,Engineering,Mid,Nairobi,Male,Diploma,1,4699,4/29/2017,,1,Involuntary,,Date Error,OK
467,Engineering,Junior,Lagos,Female,Bachelor,3,4691,5/1/2017,,0,Active,2.380821918,OK,OK
468,Marketing,Mid,Nairobi,Female,Diploma,1,4687,5/1/2017,,0,Active,7.257534247,OK,OK
469,Engineering,Junior,Nairobi,Female,PhD,3,4685,5/1/2017,11/8/2015,1,Involuntary,1.657534247,Date Error,OK
470,Customer Support,Junior,Accra,Male,Master,4,4674,5/2/2017,7/27/2018,1,Involuntary,3.832876712,OK,OK
471,Sales,Junior,Accra,Male,Master,5,4670,5/4/2017,,0,Active,10.22465753,OK,OK
472,Customer Support,Senior,Nairobi,Female,Master,3,4670,5/10/2017,9/29/2019,1,Voluntary,5.567123288,OK,OK
473,Sales,Junior,Lagos,Male,Master,2,4666,5/10/2017,,0,Active,8.6,OK,OK
474,Marketing,Mid,Nairobi,Female,PhD,5,4666,5/10/2017,6/29/2020,1,Voluntary,6.312328767,OK,OK
475,Operations,Junior,Nairobi,Male,Master,3,4665,5/11/2017,,0,Active,7.676712329,OK,OK
476,Customer Support,Manager,Nairobi,Male,PhD,2,4664,5/16/2017,,0,Active,2.443835616,OK,Missing Tenure
477,Sales,Junior,Johannesburg,Male,Bachelor,5,4663,5/16/2017,,1,Voluntary,,Date Error,OK
478,Operations,Mid,Lagos,Male,Diploma,4,4659,5/16/2017,9/17/2023,1,Voluntary,5.873972603,OK,OK
479,Customer Support,Senior,Lagos,Male,Bachelor,4,4659,5/21/2017,,0,Active,8.342465753,OK,Missing Tenure
480,Operations,Senior,Lagos,Male,Diploma,4,4654,5/25/2017,,1,Voluntary,,Date Error,OK
481,Finance,Junior,Accra,Female,Bachelor,3,4650,5/30/2017,,0,Active,1.473972603,OK,OK
482,Finance,Senior,Lagos,Male,Bachelor,3,4648,5/30/2017,5/6/2022,1,Voluntary,6.95890411,OK,OK
483,Engineering,Mid,Accra,Female,Bachelor,4,4647,5/31/2017,,0,Active,1.123287671,OK,OK
484,Finance,Mid,Johannesburg,Female,Diploma,3,4645,5/31/2017,,0,Active,3.106849315,OK,OK
485,Operations,Junior,Lagos,Female,Bachelor,3,4643,6/2/2017,,0,Active,7.926027397,OK,OK
486,Marketing,Junior,Lagos,Male,Bachelor,4,4638,6/5/2017,,0,Active,8.583561644,OK,OK
487,Sales,Senior,Lagos,Female,PhD,4,4636,6/7/2017,,0,Active,3.224657534,OK,OK
488,Engineering,Mid,Accra,Female,Bachelor,3,4623,6/7/2017,,0,Active,4.243835616,OK,OK
489,Customer Support,Mid,Accra,Female,Bachelor,4,4618,6/13/2017,,0,Active,5.564383562,OK,OK
490,Marketing,Senior,Lagos,Female,Master,4,4611,6/16/2017,11/9/2019,1,Involuntary,3.736986301,OK,OK
491,Engineering,Senior,Accra,Female,Bachelor,4,4601,6/17/2017,,0,Active,4.090410959,OK,OK
492,Finance,Junior,Lagos,Female,Bachelor,3,4600,6/22/2017,,0,Active,8.473972603,OK,OK
493,Engineering,Mid,Johannesburg,Male,Bachelor,3,4595,6/24/2017,,0,Active,10.68219178,OK,OK
494,Sales,Junior,Johannesburg,Female,Bachelor,3,4594,6/24/2017,,0,Active,5.698630137,OK,OK
495,Operations,Senior,Nairobi,Male,PhD,2,4593,6/25/2017,,0,Active,1.797260274,OK,OK
496,Engineering,Mid,Accra,Female,Diploma,3,4592,6/28/2017,,0,Active,9.673972603,OK,OK
497,Operations,Manager,Johannesburg,Male,Bachelor,3,4591,7/2/2017,,0,Active,2.153424658,OK,OK
498,Sales,Junior,Johannesburg,Male,Diploma,3,4589,7/6/2017,,0,Active,5.18630137,OK,OK
